Name	Type	Subtype	F X-Ray	F X-Ray Error	B	B Error	V	V Error	R	R Error	I	I Error	F IR	F IR Error	F Radio / mJy	F Radio Error	F Radio Freq GHz	T|R-O| (UT)
113236.40+361043.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.9890138332	0	0	0	0	0	4.1	0	1.4	1
113250.85-002001.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.4715511376	0	0	0	0	0	14.09	0	1.4	1
113322.10+324550.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4955134877	0	0	0	0	0	38.19	0	1.4	1
113329.41+025554.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0145701911	0	0	0	0	0	3.14	0	1.4	1
113330.91+380638.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8023817052	0	0	0	0	0	1.41	0	1.4	1
113409.02+395908.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.8083860159	0	0	0	0	0	31.51	0	1.4	1
113426.83+332647.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.7432727176	0	0	0	0	0	24.8	0	1.4	1
113429.26+405327.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.6511242494	0	0	0	0	0	15.39	0	1.4	1
113442.06+411329.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.0636400714	0	0	0	0	0	42.45	0	1.4	1
113516.29-022653.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9773753349	0	0	0	0	0	28.7	0	1.4	1
113555.13+363019.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3008699579	0	0	0	0	0	9.52	0	1.4	1
113559.55+011321.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4285758059	0	0	0	0	0	6.69	0	1.4	1
113609.46+382201.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.46379112	0	0	0	0	0	7.69	0	1.4	1
113610.45+314924.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4769258497	0	0	0	0	0	10.6	0	1.4	1
113626.40-005339.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0225333757	0	0	0	0	0	11.05	0	1.4	1
113642.09-021152.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.621840742	0	0	0	0	0	4.65	0	1.4	1
113645.59+351636.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.5826894405	0	0	0	0	0	2.39	0	1.4	1
113651.43-002909.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.7012459024	0	0	0	0	0	5.23	0	1.4	1
11379.498+390723.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.8455876552	0	0	0	15.657	0.199	1.15	0	1.4	1
113718.46+032354.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.8460697022	0	0	0	0	0	1.25	0	1.4	1
113756.19+352951.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3668651048	0	0	0	0	0	13.19	0	1.4	1
113803.12+370403.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.8373277109	0	0	0	0	0	6.54	0	1.4	1
113822.65-000819.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3040977103	0	0	0	0	0	67.28	0	1.4	1
113823.31+325557.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.7822320021	0	0	0	0	0	8.18	0	1.4	1
113850.83+042839.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4670486685	0	0	0	0	0	106.99	0	1.4	1
113853.41+325531.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.251229049	0	0	0	0	0	1.04	0	1.4	1
113902.73+403254.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.9228634042	0	0	0	0	0	387.9	0	1.4	1
113956.68+372150.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.3764582917	0	0	0	0	0	2.77	0	1.4	1
113957.54+011458.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.8114249163	0	0	0	0	0	3.16	0	1.4	1
114000.33+390421.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1128024799	0	0	0	0	0	1.36	0	1.4	1
114009.97+032939.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.7742931298	0	0	0	0	0	18.32	0	1.4	1
114023.06+372815.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.5500068434	0	0	0	0	0	16.01	0	1.4	1
114025.85+333445.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7473543124	0	0	0	0	0	4.14	0	1.4	1
114034.32+355108.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.5998898867	0	0	0	0	0	1.49	0	1.4	1
114048.44+383845.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.2807756626	0	0	0	0	0	8.18	0	1.4	1
114054.29-023020.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8205342381	0	0	0	0	0	1.2	0	1.4	1
114108.89+014719.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0269696843	0	0	0	0	0	122.11	0	1.4	1
114120.26+002256.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3512235957	0	0	0	0	0	84.24	0	1.4	1
114132.78+041555.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.3998142275	0	0	0	0	0	21.89	0	1.4	1
114139.01+395551.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.8481208146	0	0	0	0	0	1.11	0	1.4	1
114237.26+344758.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.1469570475	0	0	0	0	0	1.47	0	1.4	1
114241.92+032831.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.4843456595	0	0	0	0	0	2.89	0	1.4	1
114250.12+414558.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7554015795	0	0	0	0	0	29.46	0	1.4	1
114254.78+051645.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9366931446	0	0	0	0	0	4.51	0	1.4	1
114257.06-020236.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.6318007186	0	0	0	0	0	3.09	0	1.4	1
114356.25+362918.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0896338894	0	0	0	0	0	4.04	0	1.4	1
114406.16+032238.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.396744074	0	0	0	0	0	6.33	0	1.4	1
114423.36+362531.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1126097599	0	0	0	0	0	4.55	0	1.4	1
114440.42+325106.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.7883269914	0	0	0	0	0	3.26	0	1.4	1
114444.12+363957.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.7507415666	0	0	0	0	0	1.63	0	1.4	1
114540.51+401833.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.1041587461	0	0	0	0	0	2.67	0	1.4	1
114550.83+420713.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4536667623	0	0	0	0	0	1.48	0	1.4	1
114553.94+022426.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0497869489	0	0	0	0	0	1.74	0	1.4	1
114602.78+003445.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.9615691717	0	0	0	0	0	6.13	0	1.4	1
114603.76+334551.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.4233094305	0	0	0	0	0	3.06	0	1.4	1
114619.80-024957.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7791284491	0	0	0	0	0	125.28	0	1.4	1
114646.72+015603.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.0584631194	0	0	0	15.169	0.195	16.43	0	1.4	1
114657.79+403708.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0011110225	0	0	0	0	0	12.45	0	1.4	1
114722.09+373720.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.851337596	0	0	0	0	0	1.21	0	1.4	1
114753.62+025954.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9471631987	0	0	0	0	0	1.98	0	1.4	1
114807.19-004645.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1581628633	0	0	0	0	0	187.74	0	1.4	1
114810.40+330124.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.8798077616	0	0	0	0	0	6.82	0	1.4	1
114812.94+000450.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0284911416	0	0	0	0	0	3.87	0	1.4	1
114825.02+385105.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8400162623	0	0	0	0	0	1.8	0	1.4	1
114842.91+352052.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	16.9067628693	0	0	0	14.879	0.106	2.65	0	1.4	1
114914.97-001525.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	22.0047325028	0	0	0	0	0	11.57	0	1.4	1
114935.64+354812.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.4295575154	0	0	0	0	0	1.69	0	1.4	1
114955.59+332907.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.4977506934	0	0	0	0	0	1.7	0	1.4	1
115027.02+032831.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1987525112	0	0	0	0	0	1.34	0	1.4	1
115045.61+424001.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.9279925569	0	0	0	0	0	1.82	0	1.4	1
115048.75+024818.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4961540246	0	0	0	0	0	27.08	0	1.4	1
115101.63+323509.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7416640614	0	0	0	0	0	26.36	0	1.4	1
115106.03+404122.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.2381840951	0	0	0	0	0	1.43	0	1.4	1
115121.60+035025.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.308275119	0	0	0	0	0	44.42	0	1.4	1
115122.55+030329.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0936136197	0	0	0	0	0	25.54	0	1.4	1
115140.59+403055.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.2340080412	0	0	0	0	0	12.36	0	1.4	1
115205.40+042952.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.7823202942	0	0	0	0	0	1.91	0	1.4	1
115311.50+344751.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.2134993403	0	0	0	0	0	10.19	0	1.4	1
115356.63+051247.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0482875641	0	0	0	0	0	1.14	0	1.4	1
115413.16+362558.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4710289755	0	0	0	0	0	1.68	0	1.4	1
115419.35+404649.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.2661503911	0	0	0	0	0	8.2	0	1.4	1
115450.40+320057.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.1360828173	0	0	0	0	0	5.5	0	1.4	1
115504.07+034850.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.6205431048	0	0	0	14.783	0.142	2.91	0	1.4	1
115548.84+340247.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3080558168	0	0	0	0	0	5.76	0	1.4	1
115607.85+373414.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.9623064402	0	0	0	15.011	0.098	4.1	0	1.4	1
115629.65-024911.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.5300580125	0	0	0	0	0	5.81	0	1.4	1
115644.35+365657.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1583387175	0	0	0	0	0	3.97	0	1.4	1
115646.76+345441.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0727735842	0	0	0	0	0	4.12	0	1.4	1
115710.17+352426.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.6818438405	0	0	0	14.733	0.082	1.47	0	1.4	1
115711.91-015424.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.3979633501	0	0	0	0	0	12.17	0	1.4	1
115749.16+385604.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	22.2011180058	0	0	0	0	0	7.68	0	1.4	1
115750.80+335015.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0062830942	0	0	0	0	0	80.95	0	1.4	1
115812.04-002250.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.443124307	0	0	0	0	0	5.98	0	1.4	1
115818.57+033837.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.5282270677	0	0	0	0	0	6.99	0	1.4	1
115909.07+033914.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	22.0878543826	0	0	0	0	0	8.67	0	1.4	1
115936.62+395538.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3932429313	0	0	0	0	0	1.05	0	1.4	1
115944.61+320958.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0284244949	0	0	0	0	0	43.09	0	1.4	1
115949.79+025803.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.2672052856	0	0	0	0	0	6.93	0	1.4	1
120021.58+323938.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.1672547189	0	0	0	0	0	7.34	0	1.4	1
120024.87+354102.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.6773550852	0	0	0	0	0	18.63	0	1.4	1
120059.68+400913.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.6089754611	0	0	0	0	0	3.66	0	1.4	1
120107.50+025103.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.253749252	0	0	0	0	0	40.4	0	1.4	1
120109.42+333707.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8044925437	0	0	0	0	0	30.05	0	1.4	1
120126.54-010912.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.8353442495	0	0	0	0	0	18.83	0	1.4	1
120223.39+013753.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4689746429	0	0	0	0	0	21.02	0	1.4	1
120227.34+044621.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.6630114436	0	0	0	0	0	15.05	0	1.4	1
120242.28+370034.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0622325382	0	0	0	0	0	3.55	0	1.4	1
120246.46+394750.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.3248194618	0	0	0	0	0	1.27	0	1.4	1
120302.27+033753.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.3340267652	0	0	0	0	0	2.49	0	1.4	1
120342.20+392154.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0695970842	0	0	0	0	0	8.97	0	1.4	1
120346.60+055503.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8751436633	0	0	0	0	0	30.12	0	1.4	1
120350.88+071152.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.545216822	0	0	0	0	0	1.41	0	1.4	1
120404.38+022517.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8032146791	0	0	0	0	0	2.79	0	1.4	1
120415.83+371738.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.645820282	0	0	0	0	0	49.46	0	1.4	1
120432.55+382338.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0544002996	0	0	0	0	0	1.43	0	1.4	1
120447.15+330938.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.2596428862	0	0	0	15.069	0.121	1.05	0	1.4	1
120452.82+354007.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.7775642069	0	0	0	15.894	0.247	1.01	0	1.4	1
120457.38+032326.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7883802245	0	0	0	0	0	17.53	0	1.4	1
120512.26+400658.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3416779767	0	0	0	0	0	6.04	0	1.4	1
120536.26+063405.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.7727441678	0	0	0	0	0	4.32	0	1.4	1
120541.35+393732.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.410156752	0	0	0	0	0	2.75	0	1.4	1
120600.21+063800.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.9810892634	0	0	0	0	0	1.45	0	1.4	1
120648.66+375921.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.8054723519	0	0	0	0	0	2.02	0	1.4	1
120755.23+332934.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7056365627	0	0	0	0	0	2.51	0	1.4	1
120927.57+005404.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9729238968	0	0	0	0	0	11.37	0	1.4	1
120943.34+393642.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.2656878296	0	0	0	0	0	23.04	0	1.4	1
120956.57+062657.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1490450195	0	0	0	0	0	1.92	0	1.4	1
121024.18+054234.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4676497959	0	0	0	0	0	3.46	0	1.4	1
121127.75+365231.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4532526594	0	0	0	0	0	1.49	0	1.4	1
121134.39+322615.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.343000477	0	0	0	0	0	3.69	0	1.4	1
121143.52+013011.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.3772643132	0	0	0	15.168	0.17	18.36	0	1.4	1
121146.93+400434.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.8367043218	0	0	0	0	0	4.69	0	1.4	1
121148.52+051119.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.1272386188	0	0	0	0	0	34.25	0	1.4	1
121230.40+024653.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.813446944	0	0	0	0	0	1.16	0	1.4	1
121303.80+324736.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.9434433372	0	0	0	0	0	128.91	0	1.4	1
121308.33-004823.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.7419278979	0	0	0	0	0	1.61	0	1.4	1
121323.94+010414.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4388230289	0	0	0	0	0	21.54	0	1.4	1
121413.55+052254.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.0762150796	0	0	0	14.506	0.117	4.17	0	1.4	1
121423.01+024252.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.4075210317	0	0	0	15.149	0.198	43.82	0	1.4	1
121529.02+390728.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.6503283985	0	0	0	0	0	1.57	0	1.4	1
121548.96+315134.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0625815158	0	0	0	0	0	206.53	0	1.4	1
121601.78+370754.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.076380524	0	0	0	0	0	1.2	0	1.4	1
121619.12+392415.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.0669609309	0	0	0	0	0	2.85	0	1.4	1
121622.49+000253.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.178318746	0	0	0	0	0	1.15	0	1.4	1
121634.84+025714.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0508267661	0	0	0	0	0	3.06	0	1.4	1
121640.41+060548.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.3568853041	0	0	0	0	0	11.24	0	1.4	1
121645.48+000727.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.5146591184	0	0	0	0	0	1.19	0	1.4	1
121648.18+390044.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3914196963	0	0	0	0	0	1.48	0	1.4	1
121702.85+370552.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.7372017435	0	0	0	0	0	9.62	0	1.4	1
121704.06+321911.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1571585284	0	0	0	0	0	14.12	0	1.4	1
121708.91+070102.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.5671680636	0	0	0	0	0	5.96	0	1.4	1
121714.73+364337.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.0593896613	0	0	0	0	0	2.12	0	1.4	1
121715.16+343538.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.6014933829	0	0	0	0	0	154.45	0	1.4	1
121729.29+060750.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.3074848637	0	0	0	0	0	24.49	0	1.4	1
121737.55+052648.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.4651472912	0	0	0	0	0	8.15	0	1.4	1
121750.25+325711.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.9558056761	0	0	0	0	0	1.37	0	1.4	1
121756.20-024140.1	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9057004385	0	0	0	0	0	3.07	0	1.4	1
121814.30+373027.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.9580184916	0	0	0	15.155	0.156	1.51	0	1.4	1
121826.44+330503.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.5337971758	0	0	0	0	0	1.83	0	1.4	1
121902.52+382822.0	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.544463623	0	0	0	0	0	2.49	0	1.4	1
121911.23-004345.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	17.9469566317	0	0	0	15.349	0.0	91.65	0	1.4	1
121911.51+321137.4	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.6839555111	0	0	0	0	0	2.18	0	1.4	1
121938.07+045655.6	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4409024519	0	0	0	0	0	8.59	0	1.4	1
121945.22+052428.5	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.1284419622	0	0	0	0	0	4.05	0	1.4	1
121945.58+004818.2	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.9451129499	0	0	0	0	0	1.11	0	1.4	1
121957.82-012614.3	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	18.8220862186	0	0	0	0	0	1.76	0	1.4	1
122004.44+063147.8	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.0704077774	0	0	0	0	0	9.91	0	1.4	1
122013.54+021746.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.5621940847	0	0	0	0	0	8.04	0	1.4	1
122025.04+341445.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	19.2165712387	0	0	0	0	0	11.33	0	1.4	1
122043.08+352442.9	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	21.4680089282	0	0	0	0	0	1.54	0	1.4	1
122045.25-011426.7	Quasar (OPTICAL Sel.)	SDSS_DR9	0	0	0.0	0	0.0	0	20.3757145821	0	0	0	0	0	4.41	0	1.4	1
